province,year,wage_region,unemployment_rate,labour_productivity,trained_labour_rate,log_employed_persons,treatment,cate,cate_lb,cate_ub
Quang Ngai,2019,III,2.3,119.83,20.9,6.586240617993904,real_min_wage,-4.127078952261595e-06,-8.964726818764266e-06,7.105689142410767e-07
Quang Ngai,2020,III,3.19,120.46,22.03,6.5672629726980345,real_min_wage,-3.676623725537248e-06,-8.236636823842229e-06,8.833893727677332e-07
Quang Ngai,2021,III,2.28,154.19,26.12,6.488748900307305,real_min_wage,-5.17644605368836e-06,-1.062465703409813e-05,2.717649267214084e-07
Quang Ngai,2022,III,1.82,185.85,25.19,6.498327329178707,real_min_wage,-4.513325688441794e-06,-1.0263070432362364e-05,1.2364190554787745e-06
Quang Ngai,2023,III,2.09,188.79,26.06,6.502924969346782,real_min_wage,-4.685452589444595e-06,-1.0460228331236535e-05,1.0893231523473411e-06
Quang Ngai,2024,III,2.64,196.58,27.36,6.504767100748865,real_min_wage,-3.7947496632232255e-06,-9.758113660175996e-06,2.16861433372954e-06
Quang Ninh,2018,I,3.19,229.22,35.6,6.581124456391781,real_min_wage,1.2302724314469974e-06,-5.593943518872512e-06,8.054488381766505e-06
Quang Ninh,2019,I,2.73,265.0,37.7,6.57435033341039,real_min_wage,1.777860436478473e-06,-4.131124579403691e-06,7.686845452360636e-06
Quang Ninh,2020,I,3.22,309.04,38.65,6.512487995850418,real_min_wage,1.0173871075050507e-06,-5.599685779898909e-06,7.634459994909009e-06
Quang Ninh,2021,I,2.23,351.31,41.39,6.483672940716908,real_min_wage,8.486811705777114e-07,-5.720441169585112e-06,7.417803510740534e-06
Quang Ninh,2022,I,2.21,405.68,41.78,6.498703747338553,real_min_wage,9.001556630681004e-07,-5.79059729745967e-06,7.59090862359587e-06
Quang Ninh,2023,I,2.22,438.65,41.89,6.508977759023789,real_min_wage,1.1285313936849616e-06,-5.319830815703286e-06,7.576893603073208e-06
Quang Ninh,2024,I,2.15,481.87,42.35,6.519825523963033,real_min_wage,1.242662096602526e-06,-5.178965065544826e-06,7.664289258749877e-06
Quang Tri,2018,III,3.71,85.57,26.0,5.81350346959099,real_min_wage,-9.997569361109732e-07,-6.861875044953749e-06,4.862361172731801e-06
Quang Tri,2019,III,3.16,93.68,23.2,5.830150773471008,real_min_wage,3.206089713581422e-07,-4.139560936950699e-06,4.780778879666982e-06
Quang Tri,2020,III,3.93,100.15,25.6,5.818033353659475,real_min_wage,-1.0700025539858449e-06,-6.783112793084882e-06,4.643107685113191e-06
Quang Tri,2021,III,3.83,116.73,27.7,5.772530871817295,real_min_wage,-2.013553378257346e-06,-9.024168549511825e-06,4.997061792997132e-06
Quang Tri,2022,III,2.77,129.71,27.09,5.78818489572255,real_min_wage,-2.494244659589372e-06,-8.01004886906812e-06,3.0215595498893754e-06
Quang Tri,2023,III,2.76,141.91,27.96,5.79002133110644,real_min_wage,-2.829625319849993e-06,-1.0292348110180427e-05,4.633097470480442e-06
Quang Tri,2024,III,2.22,153.9,30.03,5.799001741237135,real_min_wage,-2.4989677630666392e-06,-1.066274597849673e-05,5.664810452363449e-06
Soc Trang,2018,III,3.4,77.23,11.4,6.475648409927537,real_min_wage,-4.152401402901425e-06,-8.234227977484363e-06,-7.057482831848901e-08
Soc Trang,2019,III,2.91,83.49,12.2,6.460530236625741,real_min_wage,-4.202449524295185e-06,-8.126972203900694e-06,-2.779268446896778e-07
Soc Trang,2020,III,2.1,87.05,15.17,6.44514822748662,real_min_wage,-4.4072349205191045e-06,-7.917375739327668e-06,-8.970941017105424e-07
Soc Trang,2021,III,3.13,97.16,11.9,6.391699334236557,real_min_wage,-3.68041825151204e-06,-7.48966222662427e-06,1.288257236001891e-07
Soc Trang,2022,III,3.37,108.69,12.0,6.408907631975554,real_min_wage,-3.7329376536365e-06,-8.467063887978101e-06,1.0011885807051032e-06
Soc Trang,2023,III,3.39,118.0,12.17,6.410766812004168,real_min_wage,-3.908047837708348e-06,-8.920185848191989e-06,1.1040901727752917e-06
Soc Trang,2024,III,3.58,129.68,12.92,6.412671762164754,real_min_wage,-4.348538078278556e-06,-9.082671080246347e-06,3.855949236892329e-07
Son La,2018,IV,0.23,67.13,14.9,6.608675161577986,real_min_wage,-3.5273689888290518e-06,-8.814383829948664e-06,1.7596458522905568e-06
Son La,2019,IV,0.74,64.92,11.2,6.640803507978946,real_min_wage,-3.130552954646299e-06,-8.310919709750864e-06,2.049813800458265e-06
Son La,2020,IV,0.67,71.87,13.1,6.640894922222654,real_min_wage,-3.138345896864803e-06,-8.326384171947815e-06,2.0496923782182047e-06
Son La,2021,IV,1.03,103.6,16.78,6.310045542855303,real_min_wage,-3.849968760596152e-06,-8.721467212424714e-06,1.0215296912324105e-06
Son La,2022,IV,2.38,109.98,18.51,6.373200328516909,real_min_wage,-4.962174506732489e-06,-9.99771013961676e-06,7.336112615178303e-08
Son La,2023,IV,2.11,111.57,18.95,6.394476649055079,real_min_wage,-5.511409463796542e-06,-1.126133474607954e-05,2.385158184864569e-07
Son La,2024,IV,1.89,126.62,19.2,6.401917196727186,real_min_wage,-5.431025365679798e-06,-1.1156206588780043e-05,2.941558574204476e-07
Tay Ninh,2018,III,1.52,109.11,14.8,6.497227376531511,real_min_wage,-3.446163661791943e-06,-9.67074190024797e-06,2.7784145766640805e-06
Tay Ninh,2019,III,1.54,118.75,12.7,6.545924207894034,real_min_wage,-3.114794102079995e-06,-8.790154509802773e-06,2.5605663056427817e-06
Tay Ninh,2020,II,1.72,127.99,14.7,6.524237555356797,real_min_wage,-3.68328335537047e-06,-8.883815380431808e-06,1.5172486696908709e-06
Tay Ninh,2021,II,2.66,141.56,16.01,6.460514596841257,real_min_wage,-4.7951527376871e-06,-9.823699955882611e-06,2.3339448050840919e-07
Tay Ninh,2022,II,1.69,156.1,17.82,6.491512297702094,real_min_wage,-4.563771477470428e-06,-1.0265933017112854e-05,1.1383900621719974e-06
Tay Ninh,2023,II,1.55,166.3,18.22,6.506486354567876,real_min_wage,-4.266940692891768e-06,-9.809865915952549e-06,1.2759845301690158e-06
Tay Ninh,2024,II,1.39,183.49,20.09,6.520341265131346,real_min_wage,-3.956785489192578e-06,-9.176785437152083e-06,1.263214458766928e-06
Thai Binh,2018,III,1.44,66.81,18.4,7.011790917377548,real_min_wage,-1.9479499370693903e-05,-2.82456774179433e-05,-1.0713321323444498e-05
Thai Binh,2019,III,1.32,75.11,15.3,7.022083464622224,real_min_wage,-1.949366469686367e-05,-2.8564460118942506e-05,-1.042286927478484e-05
Thai Binh,2020,III,1.24,83.44,17.89,6.978903160100266,real_min_wage,-1.8733456732709397e-05,-2.7088129306412412e-05,-1.0378784159006376e-05
Thai Binh,2021,III,1.72,102.58,19.34,6.848631405479398,real_min_wage,-1.2462998488482964e-05,-1.9467190747794992e-05,-5.458806229170938e-06
Thai Binh,2022,III,1.13,111.47,19.58,6.8803429713718,real_min_wage,-1.3474617778475311e-05,-2.282447875419184e-05,-4.124756802758787e-06
Thai Binh,2023,III,0.99,120.32,22.89,6.886347764543252,real_min_wage,-1.2254627922051272e-05,-2.0861302431789297e-05,-3.6479534123132527e-06
Thai Binh,2024,III,1.21,132.14,23.93,6.893696921731097,real_min_wage,-1.1459530415489804e-05,-1.9205505321047e-05,-3.7135555099326127e-06
Thai Nguyen,2018,II,1.19,145.64,24.7,6.608122075410602,real_min_wage,-3.119753625165713e-06,-8.755029956290561e-06,2.515522705959133e-06
Thai Nguyen,2019,II,1.61,153.09,27.2,6.641691178554823,real_min_wage,-1.938137560209769e-06,-7.85933988502041e-06,3.983064764600872e-06
Thai Nguyen,2020,II,1.7,162.77,28.24,6.630630613801414,real_min_wage,-1.632942990295133e-06,-8.924571748887765e-06,5.658685768297497e-06
Thai Nguyen,2021,II,1.57,224.13,35.4,6.380359796886982,real_min_wage,-2.4410121397299805e-07,-6.445832773757339e-06,5.957630345811342e-06
Thai Nguyen,2022,II,1.47,243.92,35.93,6.401187245468788,real_min_wage,7.240511039619548e-07,-4.729046652909473e-06,6.177148860833381e-06
Thai Nguyen,2023,II,1.78,245.85,36.62,6.407671751748048,real_min_wage,7.326570241818489e-07,-4.933351550317659e-06,6.398665598681357e-06
Thai Nguyen,2024,II,1.66,255.43,38.1,6.41660155501361,real_min_wage,9.097897864271764e-07,-5.042334405810949e-06,6.861913978665299e-06
Thanh Hoa,2018,III,1.65,65.35,19.4,7.712975893064387,real_min_wage,-1.9814662852725725e-05,-2.868578881116136e-05,-1.0943536894290096e-05
Thanh Hoa,2019,III,1.4,77.71,19.4,7.726344975232597,real_min_wage,-1.983338598561101e-05,-2.86883679054262e-05,-1.0978404065795834e-05
Thanh Hoa,2020,III,1.87,85.77,21.39,7.691821192862693,real_min_wage,-1.924483331783855e-05,-2.770486126580181e-05,-1.0784805369875284e-05
Thanh Hoa,2021,III,1.15,109.9,25.14,7.574543083673215,real_min_wage,-1.8228377978048907e-05,-2.744761662645972e-05,-9.009139329638094e-06
Thanh Hoa,2022,III,1.12,129.6,26.4,7.578309141889338,real_min_wage,-1.6431611587781204e-05,-2.561857689315738e-05,-7.2446462824050275e-06
Thanh Hoa,2023,III,1.19,138.77,27.56,7.579203735790616,real_min_wage,-1.4427686442505186e-05,-2.236358322870236e-05,-6.4917896563080185e-06
Thanh Hoa,2024,III,1.55,156.32,27.94,7.579755428940627,real_min_wage,-1.2635513446479166e-05,-2.0311229069988417e-05,-4.959797822969918e-06
Tien Giang,2018,II,1.67,80.83,11.8,7.002956361926525,real_min_wage,-1.905135879594944e-05,-2.756358873275025e-05,-1.053912885914863e-05
Tien Giang,2019,II,1.8,87.23,11.7,7.0077001565086405,real_min_wage,-1.8921192224914386e-05,-2.7505857104809776e-05,-1.0336527345018995e-05
Tien Giang,2020,II,3.14,91.45,14.2,6.985725070417818,real_min_wage,-1.7675165530731018e-05,-2.6291792048804716e-05,-9.058539012657328e-06
Tien Giang,2021,II,7.32,101.0,13.84,6.890832899786187,real_min_wage,-1.2609251124023929e-05,-2.091098854724229e-05,-4.30751370080556e-06
Tien Giang,2022,II,2.03,107.0,13.29,6.950786032397524,real_min_wage,-1.6204623933749833e-05,-2.520625583823148e-05,-7.20299202926819e-06
Tien Giang,2023,II,2.35,116.85,14.25,6.965533500701492,real_min_wage,-1.562254643671482e-05,-2.4243687562234864e-05,-7.001405311194779e-06
Tien Giang,2024,II,2.63,129.26,15.34,6.972868634870551,real_min_wage,-1.5020248209385911e-05,-2.276766266734176e-05,-7.272833751430068e-06
Tra Vinh,2018,III,3.04,94.61,10.9,6.347214062970213,real_min_wage,-3.0456218593338838e-06,-6.0917440614517575e-06,5.003427839908336e-10
Tra Vinh,2019,III,2.88,105.37,11.8,6.33459315230036,real_min_wage,-2.846890379554348e-06,-6.560925481741493e-06,8.671447226327958e-07
Tra Vinh,2020,III,2.22,112.03,11.56,6.3099728221935125,real_min_wage,-2.976065100163677e-06,-8.782200032078895e-06,2.8300698317515403e-06
Tra Vinh,2021,III,4.01,124.31,10.77,6.248100899904227,real_min_wage,-3.309519335060924e-06,-1.0982709440515885e-05,4.363670770394033e-06
Tra Vinh,2022,III,2.66,137.0,12.1,6.28136914791286,real_min_wage,-3.7547077526655176e-06,-8.062819264887085e-06,5.534037595560473e-07
Tra Vinh,2023,III,2.62,157.87,16.77,6.277526557968365,real_min_wage,-5.0161173184458575e-06,-9.389950790608294e-06,-6.422838462834204e-07
Tra Vinh,2024,III,2.75,183.18,17.37,6.27434762277305,real_min_wage,-5.248782911816076e-06,-1.0016822860672587e-05,-4.807429629595631e-07
Tuyen Quang,2018,III,1.29,59.83,19.4,6.154454615602348,real_min_wage,-2.389208627763467e-06,-7.787278001338169e-06,3.008860745811233e-06
Tuyen Quang,2019,III,1.44,64.35,20.7,6.181340828306046,real_min_wage,-2.2870701240213077e-06,-6.295143760934405e-06,1.7210035128917878e-06
Tuyen Quang,2020,III,1.4,72.74,21.32,6.161945445838886,real_min_wage,-1.988702819457195e-06,-5.994727393187689e-06,2.0173217542733e-06
Tuyen Quang,2021,III,3.64,98.9,23.07,5.904298612720427,real_min_wage,-6.908058025281029e-07,-7.236656080066967e-06,5.85504447501076e-06
Tuyen Quang,2022,III,3.56,110.7,21.63,5.908381806546806,real_min_wage,-1.034849872373738e-06,-6.8756327441522525e-06,4.805932999404774e-06
Tuyen Quang,2023,III,3.64,118.19,21.82,5.912042480130491,real_min_wage,-1.93727458866994e-06,-7.192798148910333e-06,3.3182489715704523e-06
Tuyen Quang,2024,III,3.54,132.04,22.47,5.921337103666186,real_min_wage,-3.0616345364796324e-06,-7.953576975359396e-06,1.8303079024001305e-06
Vinh Long,2018,III,4.48,83.96,18.1,6.3727394164149285,real_min_wage,-4.80157133211258e-06,-8.605125564852264e-06,-9.980170993728964e-07
Vinh Long,2019,III,2.63,89.11,15.3,6.409450935769818,real_min_wage,-4.200241041221941e-06,-6.847250894629253e-06,-1.5532311878146303e-06
Vinh Long,2020,III,2.67,99.51,15.79,6.37925775630513,real_min_wage,-3.835250277268031e-06,-7.260339325799333e-06,-4.101612287367305e-07
Vinh Long,2021,III,3.32,104.2,15.56,6.341839688898187,real_min_wage,-3.296170589882656e-06,-6.304564297757352e-06,-2.877768820079594e-07
Vinh Long,2022,III,2.88,124.75,14.46,6.343001313190591,real_min_wage,-3.6180829567678935e-06,-8.44784749861315e-06,1.2116815850773614e-06
Vinh Long,2023,III,2.85,130.76,15.89,6.356645710365648,real_min_wage,-4.116131632599659e-06,-8.36917009820696e-06,1.3690683300764026e-07
Vinh Long,2024,III,3.18,143.4,17.11,6.371560563865605,real_min_wage,-4.903216543931795e-06,-9.081509212389645e-06,-7.249238754739487e-07
Vinh Phuc,2018,II,1.76,167.27,22.4,6.466813241010416,real_min_wage,-4.769841154824319e-06,-1.1405968367638952e-05,1.8662860579903145e-06
Vinh Phuc,2019,II,1.79,185.8,24.9,6.456659759423912,real_min_wage,-4.578810250703241e-06,-1.062140957919576e-05,1.4637890777892775e-06
Vinh Phuc,2020,II,2.09,199.25,28.59,6.433566905897062,real_min_wage,-3.167802312775331e-06,-9.589913051127234e-06,3.254308425576572e-06
Vinh Phuc,2021,II,1.48,239.12,34.68,6.345724076279729,real_min_wage,3.335073448634998e-07,-5.773108412559947e-06,6.440123102286946e-06
Vinh Phuc,2022,II,1.46,260.51,34.89,6.370397434917958,real_min_wage,7.740738884590339e-07,-4.917073374140737e-06,6.465221151058804e-06
Vinh Phuc,2023,II,1.72,262.94,35.78,6.39263712213079,real_min_wage,7.930780186242338e-07,-4.887163027621715e-06,6.473319064870182e-06
Vinh Phuc,2024,II,1.71,286.01,37.28,6.404070763367513,real_min_wage,8.319503077487078e-07,-4.920831499446056e-06,6.584732114943471e-06
Yen Bai,2018,III,0.49,53.2,20.0,6.25121000086674,real_min_wage,-3.894859429341638e-06,-7.899992458090153e-06,1.1027359940687574e-07
Yen Bai,2019,III,1.66,60.13,17.5,6.229910418430634,real_min_wage,-2.9063524229712336e-06,-7.059652727712619e-06,1.2469478817701522e-06
Yen Bai,2020,III,0.73,64.03,19.09,6.249531128211421,real_min_wage,-3.986532515444166e-06,-8.255302239196859e-06,2.8223720830852656e-07
Yen Bai,2021,III,3.02,99.47,22.2,5.888240636172677,real_min_wage,3.1685579134808525e-07,-5.437285220311537e-06,6.070996803007707e-06
Yen Bai,2022,III,2.89,112.13,22.9,5.891008650783611,real_min_wage,-9.811839742008198e-07,-6.117521174407892e-06,4.155153226006251e-06
Yen Bai,2023,III,2.71,118.35,23.19,5.892472597901032,real_min_wage,-2.008019771462478e-06,-7.540873748187508e-06,3.5248342052625493e-06
Yen Bai,2024,III,2.82,130.78,24.2,5.902114072925917,real_min_wage,-2.989523542765881e-06,-7.860902977713871e-06,1.881855892182108e-06
An Giang,2018,II,2.51,73.36,13.6,6.969847059289122,min_wage_growth,494.988929285681,-1084.833551874517,2074.8114104458787
An Giang,2019,II,3.18,87.28,14.6,6.879520399967353,min_wage_growth,477.12298160294876,-922.5813409020113,1876.8273041079085
An Giang,2020,II,2.53,92.31,13.86,6.869326252362355,min_wage_growth,397.7939076984627,-752.2007265353918,1547.7885419320257
An Giang,2021,II,4.52,103.09,13.38,6.784162901729506,min_wage_growth,-6.65989707576627,-507.21037869813296,493.89058454660034
An Giang,2022,II,3.32,110.67,14.53,6.805523197998842,min_wage_growth,-230.52442855005987,-1104.2616266905297,643.2127695904098
An Giang,2023,II,3.27,124.24,15.45,6.802539197337661,min_wage_growth,-442.2031865756926,-1934.3954301551148,1049.9890570037296
An Giang,2024,II,3.57,140.11,16.23,6.80312782790014,min_wage_growth,-120.86286096603645,-1379.1849829701962,1137.4592610381228
Ba Ria - Vung Tau,2018,I,2.36,584.21,25.9,6.402248816693747,min_wage_growth,-443.52718608433577,-2325.612656223888,1438.55828405638
Ba Ria - Vung Tau,2019,I,2.08,565.8,27.8,6.416258313997843,min_wage_growth,-716.1615302776679,-2892.147527987618,1459.8244674322823
Ba Ria - Vung Tau,2020,I,3.56,507.86,30.07,6.358881587578616,min_wage_growth,-497.67571141123403,-3678.874974635561,2683.523551813009
Ba Ria - Vung Tau,2021,I,9.18,619.56,29.89,6.336825731146441,min_wage_growth,-349.9836958575705,-3677.523140582367,2977.555748865133
Ba Ria - Vung Tau,2022,I,2.81,675.54,28.04,6.435027943814805,min_wage_growth,-639.4775432907319,-3149.1445853137043,1870.1894987322403
Ba Ria - Vung Tau,2023,I,2.89,657.16,28.77,6.41763057174018,min_wage_growth,-669.9812993726524,-3367.209970017663,2027.2473712702665
Ba Ria - Vung Tau,2024,I,2.48,656.74,30.06,6.42422051545205,min_wage_growth,-858.9412878481737,-3814.448514960944,2096.565939264596
Bac Giang,2018,II,1.1,83.8,16.7,6.983345009931724,min_wage_growth,594.6060172023874,-515.94393448421,1705.1559688890852
Bac Giang,2019,II,1.37,95.02,18.0,7.002865438783795,min_wage_growth,948.988629851408,-808.1956118255375,2706.172871528354
Bac Giang,2020,II,0.79,110.39,19.83,6.998655750297762,min_wage_growth,659.268490338333,-730.9386617243225,2049.475642400988
Bac Giang,2021,II,1.64,139.55,26.72,6.851502337431339,min_wage_growth,478.64610385537225,-1634.3573186094573,2591.649526320201
Bac Giang,2022,II,0.79,162.21,32.0,6.887368881325193,min_wage_growth,358.20854004993214,-1149.4483535764239,1865.8654336762345
Bac Giang,2023,II,0.85,185.25,32.58,6.906354298066509,min_wage_growth,269.8906063562865,-1636.49353343935,2176.2747461519225
Bac Giang,2024,II,0.65,210.41,33.67,6.925880028840684,min_wage_growth,315.5440061236358,-1538.6943880355884,2169.78240028286
Bac Kan,2018,III,0.82,51.7,17.7,5.363496307573008,min_wage_growth,161.44714195239655,-326.14315452688845,649.0374384316815
Bac Kan,2019,III,1.07,57.48,16.1,5.342094988893924,min_wage_growth,128.4831456271245,-414.29785128226786,671.2641425365169
Bac Kan,2020,III,0.88,63.59,16.32,5.319736333921337,min_wage_growth,150.66645333862485,-358.432840023637,659.7657467008866
Bac Kan,2021,III,3.86,98.12,27.02,4.942213687977596,min_wage_growth,214.95876307426354,-613.1341501639961,1043.051676312488
Bac Kan,2022,III,3.16,103.22,27.58,4.991384514504119,min_wage_growth,32.338264793521205,-769.0220058932284,833.6985354802705
Bac Kan,2023,III,3.42,113.92,27.99,5.0023342690568695,min_wage_growth,-123.05353481480893,-1150.23971257091,904.1326429412918
Bac Kan,2024,III,3.23,123.07,29.04,5.028147719180887,min_wage_growth,-379.12524339128794,-1914.6598237298501,1156.4093369472737
Bac Lieu,2018,III,3.66,80.24,8.2,6.203547151062767,min_wage_growth,120.51484405415233,-453.6540358050325,694.683723913337
Bac Lieu,2019,III,3.74,83.31,8.8,6.216386516099603,min_wage_growth,132.76659349626522,-481.3513200434566,746.8845070359869
Bac Lieu,2020,III,3.48,89.22,10.27,6.19774674134678,min_wage_growth,108.84224801031684,-487.58765121380156,705.2721472343077
Bac Lieu,2021,III,2.35,100.38,10.66,6.154242193135749,min_wage_growth,-45.792781845112785,-454.6966052025192,363.11104151229347
Bac Lieu,2022,II,2.12,117.18,12.19,6.158989674659179,min_wage_growth,-241.10992421057543,-963.8575908391224,481.6377424179709
Bac Lieu,2023,II,2.05,125.74,13.06,6.161734608815124,min_wage_growth,-198.04268170809908,-1143.9871077485893,747.901744332391
Bac Lieu,2024,II,2.34,137.98,14.3,6.166152878152788,min_wage_growth,-56.752339400951115,-889.6803467143035,776.1756679124011
Bac Ninh,2018,II,2.1,275.72,28.0,6.5554422366750895,min_wage_growth,-765.4385463758783,-3381.442381195342,1850.565288443584
Bac Ninh,2019,II,2.48,263.34,28.0,6.6320676513787244,min_wage_growth,-791.664821692516,-3530.8626595010574,1947.533016116026
Bac Ninh,2020,II,2.19,275.46,27.8,6.631580081116121,min_wage_growth,-662.3494348983951,-3387.581094193369,2062.8822243965783
Bac Ninh,2021,II,2.7,309.02,33.49,6.615181260449928,min_wage_growth,-940.5632282324729,-4074.021305395849,2192.8948489309028
Bac Ninh,2022,II,2.55,327.31,34.42,6.64475281090604,min_wage_growth,-1019.5683498693135,-3955.7263663951308,1916.5896666565036
Bac Ninh,2023,II,2.68,308.19,34.45,6.648647705734341,min_wage_growth,-944.5009110384221,-3939.8892297966054,2050.88740771976
Bac Ninh,2024,II,2.31,314.73,35.88,6.661598953358855,min_wage_growth,-921.7408777370389,-3885.542832281199,2042.061076807121
Ben Tre,2018,III,0.33,58.79,9.2,6.689586831290671,min_wage_growth,123.26577391575753,-453.26208231421987,699.7936301457305
Ben Tre,2019,III,1.88,63.76,11.6,6.703188113240863,min_wage_growth,27.018912408487083,-601.7668209998886,655.8046458168626
Ben Tre,2020,III,2.16,66.69,12.56,6.698613247303741,min_wage_growth,14.983630485579047,-420.7429158485768,450.7101768197326
Ben Tre,2021,III,2.09,75.95,12.95,6.634764755273346,min_wage_growth,18.533958406482288,-415.28400944738905,452.3519262603535
Ben Tre,2022,III,2.0,82.35,11.93,6.649282433114343,min_wage_growth,31.430768982527074,-491.27815505441504,554.1396930194675
Ben Tre,2023,III,1.83,87.03,12.7,6.650757588661351,min_wage_growth,12.46298809601538,-607.7501942997651,632.6761704917957
Ben Tre,2024,III,1.97,95.22,13.68,6.65172690033215,min_wage_growth,-11.034484496320404,-530.451256745668,508.38228775302787
Binh Dinh,2018,III,3.06,84.65,21.2,6.783427120664747,min_wage_growth,201.320485585344,-476.69793179381327,879.3389029645188
Binh Dinh,2019,III,3.42,95.8,19.2,6.76222070699491,min_wage_growth,216.03418450542915,-660.4354579314994,1092.5038269423576
Binh Dinh,2020,III,2.85,106.09,21.8,6.7366228893271005,min_wage_growth,-31.161846869268008,-661.2203892603073,598.8966955217782
Binh Dinh,2021,III,2.75,117.95,24.96,6.70196036600254,min_wage_growth,-602.3808411718866,-1873.661710194625,668.9000278508516
Binh Dinh,2022,III,2.54,129.08,25.01,6.716401050157335,min_wage_growth,-678.4558071718566,-2288.2063998569056,931.2947855131995
Binh Dinh,2023,III,1.99,141.2,25.58,6.725177689414589,min_wage_growth,-289.71862890702204,-1379.0796758373626,799.642418022687
Binh Dinh,2024,III,1.96,154.7,26.15,6.729680691035505,min_wage_growth,-448.06687566952326,-2248.5300944029386,1352.3963430638921
Binh Duong,2018,I,2.23,225.52,20.6,7.266534008411495,min_wage_growth,1558.8175226960777,-3370.8888288453886,6488.5238742376605
Binh Duong,2019,I,2.67,225.72,21.9,7.380124857162069,min_wage_growth,1507.4292462837798,-3885.9189163718993,6900.7774089410905
Binh Duong,2020,I,3.31,243.02,20.13,7.376458062494825,min_wage_growth,1534.869824351249,-3683.8742346749277,6753.613883375634
Binh Duong,2021,I,2.2,252.24,21.03,7.3904406538838145,min_wage_growth,1532.861177591714,-3250.2127018226565,6315.935057006084
Binh Duong,2022,I,1.31,259.43,21.1,7.473245208885646,min_wage_growth,1233.7559491955672,-2301.2170925477676,4768.7289909389
Binh Duong,2023,I,1.42,254.65,23.28,7.5204079831697666,min_wage_growth,1364.3740507318023,-2811.8121925130017,5540.560293978365
Binh Duong,2024,I,1.81,266.3,23.79,7.554952757437984,min_wage_growth,1516.3721671510432,-3092.5488604840875,6125.293194786172
Binh Phuoc,2018,III,3.04,96.85,16.8,6.3461274682857605,min_wage_growth,108.94782795543185,-508.32957688633917,726.2252327972028
Binh Phuoc,2019,III,2.73,106.21,15.8,6.377050024955315,min_wage_growth,-147.61997366614364,-935.5791805451416,640.3392332128543
Binh Phuoc,2020,III,2.93,116.54,18.06,6.376046444299722,min_wage_growth,-434.1136348005936,-1780.636936190831,912.4096665896251
Binh Phuoc,2021,III,3.01,133.66,19.21,6.36882163341688,min_wage_growth,-89.67050149785722,-1590.1668059787646,1410.82580298305
Binh Phuoc,2022,II,2.05,152.74,20.11,6.382763115298569,min_wage_growth,-173.8733097304757,-1967.0605598534519,1619.3139403925
Binh Phuoc,2023,II,2.79,168.44,20.0,6.375740066533543,min_wage_growth,-216.35506251065095,-2873.6001709935986,2440.890045972296
Binh Phuoc,2024,II,2.46,193.8,21.6,6.379986934485834,min_wage_growth,-323.91640503388874,-2457.622842050422,1809.7900319826435
Binh Thuan,2018,III,2.87,93.47,14.0,6.552493621597604,min_wage_growth,-35.27569066579902,-536.1658056583191,465.61442432672794
Binh Thuan,2019,III,2.94,111.9,16.3,6.561539730077933,min_wage_growth,-240.34178184461356,-1490.9063357818852,1010.222772092658
Binh Thuan,2020,III,2.86,123.71,15.66,6.541794497651262,min_wage_growth,-570.9811173220328,-1742.1350220630627,600.1727874189969
Binh Thuan,2021,III,3.5,136.69,18.29,6.506650650150935,min_wage_growth,-194.0105300276262,-1302.5541204188348,914.5330603635822
Binh Thuan,2022,II,3.5,147.96,18.47,6.512487995850418,min_wage_growth,-262.9046793677351,-1787.1981239484185,1261.3887652129479
Binh Thuan,2023,II,2.35,150.99,19.55,6.529754548328652,min_wage_growth,-188.76305324386593,-1730.033090325474,1352.5069838377417
Binh Thuan,2024,II,2.18,168.27,21.4,6.539585955617669,min_wage_growth,-297.2588440650457,-2118.3123283110785,1523.7946401809866
Ca Mau,2018,III,2.55,86.09,12.5,6.506620780234419,min_wage_growth,-38.31519672966492,-510.97224255053516,434.34184909120677
Ca Mau,2019,III,2.1,89.31,12.3,6.5185866588408645,min_wage_growth,-37.05216535288456,-488.4791792199588,414.3748485141896
Ca Mau,2020,III,2.27,93.16,13.02,6.486724654332361,min_wage_growth,-73.63880698830913,-432.9774536454488,285.69983966883075
Ca Mau,2021,III,2.52,107.38,14.08,6.368633056061032,min_wage_growth,-231.22280862489873,-620.1270887099091,157.68147146011447
Ca Mau,2022,II,1.47,122.59,14.33,6.399875312504716,min_wage_growth,-192.20392422449365,-949.9659250877869,565.5580766387993
Ca Mau,2023,II,1.91,126.23,15.13,6.422889756885678,min_wage_growth,-358.3060039240308,-1077.6284795139566,361.01647166589487
Ca Mau,2024,II,2.25,138.66,16.42,6.435637416319196,min_wage_growth,-146.28369556092824,-1369.5399856161976,1076.9725944945033
Can Tho,2018,II,3.58,122.59,24.2,6.520429651201759,min_wage_growth,-776.2535429293933,-1835.9692740787682,283.46218822026844
Can Tho,2019,II,3.18,128.26,16.4,6.5513802900524025,min_wage_growth,-497.49385182031574,-1822.6417695090422,827.6540658684105
Can Tho,2020,II,3.6,129.59,20.6,6.54149165307311,min_wage_growth,-463.3980905154351,-1681.0221539999889,754.2259729686582
Can Tho,2021,II,3.96,163.79,24.18,6.333013162800813,min_wage_growth,-13.207053996363065,-2978.1652472170344,2951.7511392231418
Can Tho,2022,II,3.72,185.67,22.93,6.374598834731133,min_wage_growth,-164.84675282655272,-3114.493021108148,2784.7995154550413
Can Tho,2023,II,3.78,199.12,23.35,6.390777435730948,min_wage_growth,-214.9367559047548,-3379.078899419792,2949.2053876102814
