province,year,wage_region,unemployment_rate,labour_productivity,trained_labour_rate,log_employed_persons,treatment,cate,cate_lb,cate_ub
Tra Vinh,2019,III,2.88,105.37,11.8,6.33459315230036,log_real_min_wage,-9.923506962512189,-23.7436626655768,3.8966487405524166
Tra Vinh,2020,III,2.22,112.03,11.56,6.3099728221935125,log_real_min_wage,-10.479658590584402,-27.705911302633435,6.746594121464643
Tra Vinh,2021,III,4.01,124.31,10.77,6.248100899904227,log_real_min_wage,-10.85955497415129,-33.18161560469427,11.46250565639168
Tra Vinh,2022,III,2.66,137.0,12.1,6.28136914791286,log_real_min_wage,-12.175375923053409,-24.720959320949643,0.3702074748428039
Tra Vinh,2023,III,2.62,157.87,16.77,6.277526557968365,log_real_min_wage,-15.947144423903444,-26.45261862512708,-5.4416702226798055
Tra Vinh,2024,III,2.75,183.18,17.37,6.27434762277305,log_real_min_wage,-17.502029292650132,-29.535826515223363,-5.468232070076894
Tuyen Quang,2018,III,1.29,59.83,19.4,6.154454615602348,log_real_min_wage,-7.188597131469061,-22.52795743727445,8.150763174336323
Tuyen Quang,2019,III,1.44,64.35,20.7,6.181340828306046,log_real_min_wage,-7.393469085786631,-20.011867691973706,5.224929520400424
Tuyen Quang,2020,III,1.4,72.74,21.32,6.161945445838886,log_real_min_wage,-6.2893645277811805,-18.849423588258365,6.27069453269603
Tuyen Quang,2021,III,3.64,98.9,23.07,5.904298612720427,log_real_min_wage,-2.1007041827227035,-17.413139209395716,13.211730843950305
Tuyen Quang,2022,III,3.56,110.7,21.63,5.908381806546806,log_real_min_wage,-3.911558356254412,-21.347584750079484,13.52446803757066
Tuyen Quang,2023,III,3.64,118.19,21.82,5.912042480130491,log_real_min_wage,-6.429604690454785,-24.09214289301349,11.232933512103925
Tuyen Quang,2024,III,3.54,132.04,22.47,5.921337103666186,log_real_min_wage,-9.228044884220902,-24.679421236656,6.22333146821418
Vinh Long,2018,III,4.48,83.96,18.1,6.3727394164149285,log_real_min_wage,-15.936860345924998,-31.40985452314956,-0.4638661687004415
Vinh Long,2019,III,2.63,89.11,15.3,6.409450935769818,log_real_min_wage,-13.959307190777483,-27.342717440793727,-0.5758969407612611
Vinh Long,2020,III,2.67,99.51,15.79,6.37925775630513,log_real_min_wage,-12.995784153441605,-26.475431089707087,0.4838627828238735
Vinh Long,2021,III,3.32,104.2,15.56,6.341839688898187,log_real_min_wage,-10.866726928040515,-22.581901089617133,0.8484472335361009
Vinh Long,2022,III,2.88,124.75,14.46,6.343001313190591,log_real_min_wage,-12.285120753073608,-26.35262290393056,1.7823813977833378
Vinh Long,2023,III,2.85,130.76,15.89,6.356645710365648,log_real_min_wage,-13.602636113610666,-27.638071504039253,0.4327992768179225
Vinh Long,2024,III,3.18,143.4,17.11,6.371560563865605,log_real_min_wage,-16.099227722938775,-26.016883998397645,-6.1815714474799215
Vinh Phuc,2018,II,1.76,167.27,22.4,6.466813241010416,log_real_min_wage,-15.939002597786326,-33.90247349792192,2.0244683023492698
Vinh Phuc,2019,II,1.79,185.8,24.9,6.456659759423912,log_real_min_wage,-15.984275099255472,-32.76025085130084,0.7917006527899133
Vinh Phuc,2020,II,2.09,199.25,28.59,6.433566905897062,log_real_min_wage,-12.830287242838548,-33.51931804461998,7.858743558942884
Vinh Phuc,2021,II,1.48,239.12,34.68,6.345724076279729,log_real_min_wage,-1.4504836222713513,-24.04661100020427,21.14564375566156
Vinh Phuc,2022,II,1.46,260.51,34.89,6.370397434917958,log_real_min_wage,0.0410446439877008,-21.86412137006685,21.946210658042293
Vinh Phuc,2023,II,1.72,262.94,35.78,6.39263712213079,log_real_min_wage,-0.1328791312522033,-21.57442157414476,21.30866331164046
Vinh Phuc,2024,II,1.71,286.01,37.28,6.404070763367513,log_real_min_wage,-0.0272456133573002,-21.629733862971023,21.57524263625653
Yen Bai,2018,III,0.49,53.2,20.0,6.25121000086674,log_real_min_wage,-11.936104442871338,-26.19574954216576,2.3235406564230825
Yen Bai,2019,III,1.66,60.13,17.5,6.229910418430634,log_real_min_wage,-8.924183649254177,-23.462836760513177,5.614469462004815
Yen Bai,2020,III,0.73,64.03,19.09,6.249531128211421,log_real_min_wage,-12.03511429480278,-26.773939618411767,2.7037110288061985
Yen Bai,2021,III,3.02,99.47,22.2,5.888240636172677,log_real_min_wage,0.7718370717765106,-15.866101748301675,17.409775891854682
Yen Bai,2022,III,2.89,112.13,22.9,5.891008650783611,log_real_min_wage,-3.1517548765647985,-17.54112818265765,11.23761842952808
Yen Bai,2023,III,2.71,118.35,23.19,5.892472597901032,log_real_min_wage,-6.396223813226801,-22.308658781139304,9.516211154685683
Yen Bai,2024,III,2.82,130.78,24.2,5.902114072925917,log_real_min_wage,-8.731322088132119,-23.170895215452013,5.70825103918777
An Giang,2018,II,2.51,73.36,13.6,6.969847059289122,real_min_wage,-1.676000824957512e-05,-2.4498944791382687e-05,-9.021071707767556e-06
An Giang,2019,II,3.18,87.28,14.6,6.879520399967353,real_min_wage,-1.2681753621551892e-05,-2.0923721179844077e-05,-4.439786063259715e-06
An Giang,2020,II,2.53,92.31,13.86,6.869326252362355,real_min_wage,-1.2278852285569076e-05,-1.995581445499836e-05,-4.601890116139791e-06
An Giang,2021,II,4.52,103.09,13.38,6.784162901729506,real_min_wage,-2.9662194173608603e-06,-8.555784456636192e-06,2.623345621914469e-06
An Giang,2022,II,3.32,110.67,14.53,6.805523197998842,real_min_wage,-3.579724880536896e-06,-9.507094878486758e-06,2.3476451174129657e-06
An Giang,2023,II,3.27,124.24,15.45,6.802539197337661,real_min_wage,-3.1125315324257182e-06,-9.22731724554074e-06,3.0022541806893017e-06
An Giang,2024,II,3.57,140.11,16.23,6.80312782790014,real_min_wage,-3.2619074504451194e-06,-9.94140547110458e-06,3.4175905702143404e-06
Ba Ria - Vung Tau,2018,I,2.36,584.21,25.9,6.402248816693747,real_min_wage,-1.242274990964003e-06,-6.470610031640561e-06,3.986060049712555e-06
Ba Ria - Vung Tau,2019,I,2.08,565.8,27.8,6.416258313997843,real_min_wage,-3.855896618705373e-08,-6.166147191430807e-06,6.089029259056698e-06
Ba Ria - Vung Tau,2020,I,3.56,507.86,30.07,6.358881587578616,real_min_wage,-8.661843389577915e-07,-7.863003400160845e-06,6.1306347222452615e-06
Ba Ria - Vung Tau,2021,I,9.18,619.56,29.89,6.336825731146441,real_min_wage,-1.3753670370573608e-06,-9.121679885447354e-06,6.3709458113326295e-06
Ba Ria - Vung Tau,2022,I,2.81,675.54,28.04,6.435027943814805,real_min_wage,-3.517231449301544e-07,-7.039825482858076e-06,6.336379192997766e-06
Ba Ria - Vung Tau,2023,I,2.89,657.16,28.77,6.41763057174018,real_min_wage,-2.132905397921963e-07,-6.66696255100692e-06,6.240381471422527e-06
Ba Ria - Vung Tau,2024,I,2.48,656.74,30.06,6.42422051545205,real_min_wage,9.833497294245203e-08,-6.237207234944671e-06,6.433877180829573e-06
Bac Giang,2018,II,1.1,83.8,16.7,6.983345009931724,real_min_wage,-1.885023358692812e-05,-2.753289076233501e-05,-1.0167576411521228e-05
Bac Giang,2019,II,1.37,95.02,18.0,7.002865438783795,real_min_wage,-1.918346233340919e-05,-2.75391846707954e-05,-1.082773999602298e-05
Bac Giang,2020,II,0.79,110.39,19.83,6.998655750297762,real_min_wage,-1.8530490898694023e-05,-2.8215147860134388e-05,-8.845833937253663e-06
Bac Giang,2021,II,1.64,139.55,26.72,6.851502337431339,real_min_wage,-8.463865025404175e-06,-1.4976152732726372e-05,-1.9515773180819777e-06
Bac Giang,2022,II,0.79,162.21,32.0,6.887368881325193,real_min_wage,-5.533806039696679e-06,-1.136425112008325e-05,2.966390406898897e-07
Bac Giang,2023,II,0.85,185.25,32.58,6.906354298066509,real_min_wage,-6.051293093157219e-06,-1.1343333349377684e-05,-7.592528369367542e-07
Bac Giang,2024,II,0.65,210.41,33.67,6.925880028840684,real_min_wage,-4.648947732274441e-06,-1.0982883780424524e-05,1.6849883158756409e-06
Bac Kan,2018,III,0.82,51.7,17.7,5.363496307573008,real_min_wage,-2.8361512036899174e-06,-7.349079879157373e-06,1.6767774717775367e-06
Bac Kan,2019,III,1.07,57.48,16.1,5.342094988893924,real_min_wage,-2.3784655943821936e-06,-6.193858997911687e-06,1.4369278091472987e-06
Bac Kan,2020,III,0.88,63.59,16.32,5.319736333921337,real_min_wage,-2.6387092591232192e-06,-6.663419933271653e-06,1.386001415025213e-06
Bac Kan,2021,III,3.86,98.12,27.02,4.942213687977596,real_min_wage,-1.0737834966671717e-06,-7.63442864072533e-06,5.486861647390985e-06
Bac Kan,2022,III,3.16,103.22,27.58,4.991384514504119,real_min_wage,-3.2730603339356454e-07,-6.726353688926462e-06,6.071741622139332e-06
Bac Kan,2023,III,3.42,113.92,27.99,5.0023342690568695,real_min_wage,-1.6979385117984663e-06,-8.474571492406996e-06,5.078694468810062e-06
Bac Kan,2024,III,3.23,123.07,29.04,5.028147719180887,real_min_wage,-1.6561726618701264e-06,-8.608495581458872e-06,5.2961502577186165e-06
Bac Lieu,2018,III,3.66,80.24,8.2,6.203547151062767,real_min_wage,-1.833403898408408e-06,-7.554975119480052e-06,3.888167322663236e-06
Bac Lieu,2019,III,3.74,83.31,8.8,6.216386516099603,real_min_wage,-2.149844755053268e-06,-8.001859863393317e-06,3.70217035328678e-06
Bac Lieu,2020,III,3.48,89.22,10.27,6.19774674134678,real_min_wage,-1.5257703983690491e-06,-6.381724200178367e-06,3.3301834034402678e-06
Bac Lieu,2021,III,2.35,100.38,10.66,6.154242193135749,real_min_wage,-3.974352483618065e-07,-3.438453319626093e-06,2.64358282290248e-06
Bac Lieu,2022,II,2.12,117.18,12.19,6.158989674659179,real_min_wage,-1.3605057798444038e-06,-5.9452363148466455e-06,3.2242247551578366e-06
Bac Lieu,2023,II,2.05,125.74,13.06,6.161734608815124,real_min_wage,-1.9474178932073564e-06,-6.667381561973746e-06,2.77254577555903e-06
Bac Lieu,2024,II,2.34,137.98,14.3,6.166152878152788,real_min_wage,-2.458790073761131e-06,-6.994882871942593e-06,2.077302724420329e-06
Bac Ninh,2018,II,2.1,275.72,28.0,6.5554422366750895,real_min_wage,8.251630426767968e-07,-4.563911936584765e-06,6.214238021938358e-06
Bac Ninh,2019,II,2.48,263.34,28.0,6.6320676513787244,real_min_wage,1.4820177169296829e-06,-3.554620374307728e-06,6.518655808167093e-06
Bac Ninh,2020,II,2.19,275.46,27.8,6.631580081116121,real_min_wage,1.4657715978650574e-06,-3.5619774981337023e-06,6.493520693863815e-06
Bac Ninh,2021,II,2.7,309.02,33.49,6.615181260449928,real_min_wage,1.8633490942235396e-06,-4.220270532868367e-06,7.946968721315444e-06
Bac Ninh,2022,II,2.55,327.31,34.42,6.64475281090604,real_min_wage,1.987835853950299e-06,-4.050049073040452e-06,8.025720780941048e-06
Bac Ninh,2023,II,2.68,308.19,34.45,6.648647705734341,real_min_wage,1.9782733718688557e-06,-3.959693601194477e-06,7.916240344932186e-06
Bac Ninh,2024,II,2.31,314.73,35.88,6.661598953358855,real_min_wage,1.9877951390529617e-06,-3.948096746873394e-06,7.923687024979314e-06
Ben Tre,2018,III,0.33,58.79,9.2,6.689586831290671,real_min_wage,-3.1433225466272083e-06,-8.018599561309319e-06,1.7319544680549018e-06
Ben Tre,2019,III,1.88,63.76,11.6,6.703188113240863,real_min_wage,-3.0803895175594976e-06,-8.595411415632626e-06,2.434632380513629e-06
Ben Tre,2020,III,2.16,66.69,12.56,6.698613247303741,real_min_wage,-3.077833582109198e-06,-7.948552899636032e-06,1.7928857354176354e-06
Ben Tre,2021,III,2.09,75.95,12.95,6.634764755273346,real_min_wage,-2.940595026468953e-06,-8.269439273918277e-06,2.388249220980372e-06
Ben Tre,2022,III,2.0,82.35,11.93,6.649282433114343,real_min_wage,-2.8515925353713008e-06,-7.91557334654496e-06,2.21238827580236e-06
Ben Tre,2023,III,1.83,87.03,12.7,6.650757588661351,real_min_wage,-2.853187811825092e-06,-7.330173736041149e-06,1.6237981123909637e-06
Ben Tre,2024,III,1.97,95.22,13.68,6.65172690033215,real_min_wage,-2.8104802265856785e-06,-8.204131936649854e-06,2.583171483478496e-06
Binh Dinh,2018,III,3.06,84.65,21.2,6.783427120664747,real_min_wage,-3.430349528161839e-06,-8.977482753541102e-06,2.11678369721742e-06
Binh Dinh,2019,III,3.42,95.8,19.2,6.76222070699491,real_min_wage,-3.572276384206767e-06,-8.438702501323251e-06,1.294149732909713e-06
Binh Dinh,2020,III,2.85,106.09,21.8,6.7366228893271005,real_min_wage,-3.153326568011778e-06,-8.687267227337125e-06,2.3806140913135658e-06
Binh Dinh,2021,III,2.75,117.95,24.96,6.70196036600254,real_min_wage,-3.3126366015091608e-06,-8.551791098258733e-06,1.926517895240411e-06
Binh Dinh,2022,III,2.54,129.08,25.01,6.716401050157335,real_min_wage,-3.3752988329774626e-06,-8.559240030104939e-06,1.8086423641500128e-06
Binh Dinh,2023,III,1.99,141.2,25.58,6.725177689414589,real_min_wage,-3.4451363551949337e-06,-9.07530672652747e-06,2.1850340161376005e-06
Binh Dinh,2024,III,1.96,154.7,26.15,6.729680691035505,real_min_wage,-3.065288323783966e-06,-9.6013569464918e-06,3.470780298923865e-06
Binh Duong,2018,I,2.23,225.52,20.6,7.266534008411495,real_min_wage,-7.598311342934012e-06,-1.8472795562005195e-05,3.2761728761371706e-06
Binh Duong,2019,I,2.67,225.72,21.9,7.380124857162069,real_min_wage,-7.262416813410198e-06,-1.8305641664026724e-05,3.780808037206329e-06
Binh Duong,2020,I,3.31,243.02,20.13,7.376458062494825,real_min_wage,-6.599208864078868e-06,-1.775283711013878e-05,4.554419381981041e-06
Binh Duong,2021,I,2.2,252.24,21.03,7.3904406538838145,real_min_wage,-6.430950240570151e-06,-1.771631847803208e-05,4.854417996891776e-06
Binh Duong,2022,I,1.31,259.43,21.1,7.473245208885646,real_min_wage,-6.750141911233925e-06,-1.804041073255937e-05,4.540126910091518e-06
Binh Duong,2023,I,1.42,254.65,23.28,7.5204079831697666,real_min_wage,-6.570996737482152e-06,-1.7387652393603846e-05,4.24565891863954e-06
Binh Duong,2024,I,1.81,266.3,23.79,7.554952757437984,real_min_wage,-6.293525143636224e-06,-1.73545375980783e-05,4.767487310805851e-06
Binh Phuoc,2018,III,3.04,96.85,16.8,6.3461274682857605,real_min_wage,-3.868035490768613e-06,-6.188024344297432e-06,-1.5480466372397924e-06
Binh Phuoc,2019,III,2.73,106.21,15.8,6.377050024955315,real_min_wage,-3.668585492522488e-06,-7.879402773213026e-06,5.42231788168052e-07
Binh Phuoc,2020,III,2.93,116.54,18.06,6.376046444299722,real_min_wage,-4.729982072385524e-06,-9.410111162478433e-06,-4.9852982292613524e-08
Binh Phuoc,2021,III,3.01,133.66,19.21,6.36882163341688,real_min_wage,-5.116745418745496e-06,-8.96029618622686e-06,-1.2731946512641304e-06
Binh Phuoc,2022,II,2.05,152.74,20.11,6.382763115298569,real_min_wage,-5.34721191736702e-06,-1.015083119210334e-05,-5.435926426307045e-07
Binh Phuoc,2023,II,2.79,168.44,20.0,6.375740066533543,real_min_wage,-5.661130754307311e-06,-1.021164096844722e-05,-1.110620540167402e-06
Binh Phuoc,2024,II,2.46,193.8,21.6,6.379986934485834,real_min_wage,-4.928510463169346e-06,-1.0224234514277749e-05,3.67213587939052e-07
Binh Thuan,2018,III,2.87,93.47,14.0,6.552493621597604,real_min_wage,-3.1712820364211106e-06,-7.951890078019992e-06,1.60932600517777e-06
Binh Thuan,2019,III,2.94,111.9,16.3,6.561539730077933,real_min_wage,-3.533277629614872e-06,-9.407366525401313e-06,2.340811266171563e-06
Binh Thuan,2020,III,2.86,123.71,15.66,6.541794497651262,real_min_wage,-3.758302697817227e-06,-9.344676821134244e-06,1.8280714254997887e-06
Binh Thuan,2021,III,3.5,136.69,18.29,6.506650650150935,real_min_wage,-5.190291563889291e-06,-9.496428547855312e-06,-8.841545799232723e-07
Binh Thuan,2022,II,3.5,147.96,18.47,6.512487995850418,real_min_wage,-4.912826778135602e-06,-9.590231738661336e-06,-2.354218176098673e-07
Binh Thuan,2023,II,2.35,150.99,19.55,6.529754548328652,real_min_wage,-4.70506532823955e-06,-9.87398290645752e-06,4.638522499784186e-07
Binh Thuan,2024,II,2.18,168.27,21.4,6.539585955617669,real_min_wage,-4.512173132978224e-06,-1.0692474250799368e-05,1.6681279848429198e-06
Ca Mau,2018,III,2.55,86.09,12.5,6.506620780234419,real_min_wage,-4.080440212452053e-06,-7.871158548466266e-06,-2.8972187643784245e-07
Ca Mau,2019,III,2.1,89.31,12.3,6.5185866588408645,real_min_wage,-4.188806621310685e-06,-9.030833851596336e-06,6.532206089749656e-07
Ca Mau,2020,III,2.27,93.16,13.02,6.486724654332361,real_min_wage,-4.2559712472265085e-06,-8.913178461727911e-06,4.012359672748938e-07
Ca Mau,2021,III,2.52,107.38,14.08,6.368633056061032,real_min_wage,-3.007789050155055e-06,-7.74906071521213e-06,1.733482614902017e-06
Ca Mau,2022,II,1.47,122.59,14.33,6.399875312504716,real_min_wage,-3.1880166025667096e-06,-9.264296773125776e-06,2.8882635679923546e-06
Ca Mau,2023,II,1.91,126.23,15.13,6.422889756885678,real_min_wage,-4.02298032825256e-06,-8.577724244533133e-06,5.317635880280141e-07
Ca Mau,2024,II,2.25,138.66,16.42,6.435637416319196,real_min_wage,-4.929106698471041e-06,-9.768956555182824e-06,-8.925684175926062e-08
Can Tho,2018,II,3.58,122.59,24.2,6.520429651201759,real_min_wage,-4.980084418338507e-06,-9.324039520975487e-06,-6.361293157015257e-07
Can Tho,2019,II,3.18,128.26,16.4,6.5513802900524025,real_min_wage,-3.6444019061928407e-06,-9.086964467503062e-06,1.7981606551173777e-06
Can Tho,2020,II,3.6,129.59,20.6,6.54149165307311,real_min_wage,-4.135397442974931e-06,-8.020526400004279e-06,-2.502684859455843e-07
Can Tho,2021,II,3.96,163.79,24.18,6.333013162800813,real_min_wage,-6.0656003435094735e-06,-1.2431346996893093e-05,3.001463098741423e-07
Can Tho,2022,II,3.72,185.67,22.93,6.374598834731133,real_min_wage,-5.809830524171494e-06,-1.1833874704978896e-05,2.142136566359015e-07
Can Tho,2023,II,3.78,199.12,23.35,6.390777435730948,real_min_wage,-5.563305657487896e-06,-1.0242092607500112e-05,-8.845187074756793e-07
Can Tho,2024,II,3.82,218.42,25.19,6.408611159989984,real_min_wage,-4.122835539707018e-06,-9.49326922388344e-06,1.2475981444694017e-06
Cao Bang,2018,IV,1.05,46.7,20.6,5.848517537788049,real_min_wage,-2.3415001120142123e-06,-7.209514729449744e-06,2.526514505421319e-06
Cao Bang,2019,IV,0.79,50.39,20.8,5.847882818629958,real_min_wage,-2.5726461438033425e-06,-6.97081882374664e-06,1.8255265361399545e-06
Cao Bang,2020,IV,0.96,55.19,21.8,5.846178625614856,real_min_wage,-2.325138807158348e-06,-7.205039448925978e-06,2.5547618346092788e-06
Cao Bang,2021,IV,4.29,123.57,24.7,5.058154810064233,real_min_wage,-2.60426958635214e-06,-8.060097831670232e-06,2.851558658965945e-06
Cao Bang,2022,IV,3.73,104.24,25.57,5.306682282879664,real_min_wage,-1.0005362582156826e-06,-6.52429428130044e-06,4.5232217648690735e-06
Cao Bang,2023,IV,3.13,101.87,25.9,5.39544407727876,real_min_wage,-3.880369330467035e-07,-3.9217063765956746e-06,3.145632510502267e-06
Cao Bang,2024,IV,2.41,108.26,26.1,5.430441519475078,real_min_wage,-1.3465537546371144e-06,-6.553050266728942e-06,3.859942757454713e-06
Da Nang,2018,II,4.28,174.33,42.6,6.365903276611023,real_min_wage,-4.60618454567383e-06,-1.4667725919007715e-05,5.455356827660051e-06
Da Nang,2019,II,3.55,189.66,44.6,6.373746319760489,real_min_wage,-3.870315360198846e-06,-1.3002274098303093e-05,5.261643377905396e-06
Da Nang,2020,II,9.41,194.43,44.04,6.281200758371324,real_min_wage,-4.646509380450549e-06,-1.5019415322263932e-05,5.726396561362836e-06
Da Nang,2021,II,8.06,202.08,48.14,6.282005030408244,real_min_wage,-4.490757081796059e-06,-1.4749822460578132e-05,5.768308296986013e-06
Da Nang,2022,II,2.42,198.42,48.54,6.441042229834467,real_min_wage,-2.411339996270018e-06,-9.582099671858428e-06,4.75941967931839e-06
Da Nang,2023,II,1.98,212.99,49.71,6.450754741911053,real_min_wage,-1.3259727707860491e-06,-8.898931906826321e-06,6.24698636525422e-06
Da Nang,2024,II,1.86,236.61,51.29,6.466751072253305,real_min_wage,5.751767282307083e-07,-5.965452877604918e-06,7.115806334066334e-06
Dak Lak,2018,III,2.03,65.57,14.5,7.013105794589963,real_min_wage,-1.8933807978310725e-05,-2.767885496042698e-05,-1.0188760996194472e-05
Dak Lak,2019,III,2.12,71.27,14.6,6.998518774628992,real_min_wage,-1.852415105529711e-05,-2.7011362047003352e-05,-1.0036940063590856e-05
Dak Lak,2020,III,2.2,80.54,17.2,6.984457027245514,real_min_wage,-1.8713148038753285e-05,-2.654746380025541e-05,-1.087883227725116e-05
Dak Lak,2021,III,1.05,87.56,18.28,7.01298878657478,real_min_wage,-1.95319827206128e-05,-2.87264392031076e-05,-1.0337526238117995e-05
Dak Lak,2022,III,0.81,97.05,17.98,7.032791943349829,real_min_wage,-1.944676624146478e-05,-2.8427967489210752e-05,-1.0465564993718808e-05
Dak Lak,2023,III,0.98,103.16,18.28,7.0328007679563616,real_min_wage,-1.9503597302909447e-05,-2.8714650450441687e-05,-1.029254415537721e-05
Dak Lak,2024,III,1.24,123.95,19.65,7.036772749170398,real_min_wage,-1.816103587126249e-05,-2.8804950353255e-05,-7.517121389269985e-06
Dak Nong,2018,IV,0.76,73.02,13.9,5.915878560151387,real_min_wage,-2.590980494284462e-06,-5.611765172641537e-06,4.298041840726128e-07
Dak Nong,2019,IV,1.14,76.91,14.1,5.913557058231456,real_min_wage,-2.0511113165988228e-06,-5.349708803653861e-06,1.2474861704562157e-06
Dak Nong,2020,IV,1.79,83.67,14.33,5.905307350656807,real_min_wage,-1.2137963295940609e-06,-4.970505588213836e-06,2.542912929025712e-06
Dak Nong,2021,IV,0.66,91.44,15.41,5.957804345615346,real_min_wage,-2.84009332118899e-06,-6.20360690602362e-06,5.234202636456393e-07
Dak Nong,2022,IV,0.64,102.38,14.73,5.964530048367777,real_min_wage,-2.5510480530881646e-06,-6.531252736116932e-06,1.429156629940602e-06
Dak Nong,2023,IV,0.75,113.71,16.71,5.9724346212011765,real_min_wage,-3.379686937148499e-06,-8.183020704565228e-06,1.4236468302682308e-06
Dak Nong,2024,IV,0.55,146.05,17.91,5.983079490573542,real_min_wage,-4.168316391224348e-06,-8.617121946294987e-06,2.804891638462891e-07
Dien Bien,2018,III,0.5,51.07,15.6,5.870426218730926,real_min_wage,-2.5837912314225096e-06,-6.301012420218035e-06,1.1334299573730144e-06
Dien Bien,2019,III,0.47,55.28,16.1,5.857418736478917,real_min_wage,-2.6627108836324237e-06,-6.446551893588422e-06,1.1211301263235742e-06
Dien Bien,2020,III,0.45,57.74,16.2,5.862551047014644,real_min_wage,-2.6401992703845807e-06,-6.464966433645437e-06,1.1845678928762747e-06
Dien Bien,2021,III,0.51,73.65,18.78,5.702515005089236,real_min_wage,-2.810755525000916e-06,-7.59922967183873e-06,1.9777186218368976e-06
Dien Bien,2022,III,0.39,76.36,18.05,5.797819116582584,real_min_wage,-2.8557318505592117e-06,-7.219616048519096e-06,1.508152347400673e-06
Dien Bien,2023,III,0.31,82.43,18.2,5.824730865655679,real_min_wage,-2.762864467527256e-06,-7.360250304999167e-06,1.8345213699446532e-06
Dien Bien,2024,III,0.56,90.32,18.4,5.849555300925289,real_min_wage,-2.7782929041175985e-06,-7.508884365087848e-06,1.9522985568526502e-06
Dong Nai,2018,I,2.64,193.83,20.1,7.393072307334305,real_min_wage,-1.3016634550897011e-05,-2.130828186926583e-05,-4.724987232528187e-06
Dong Nai,2019,I,1.62,198.34,20.0,7.460254374658599,real_min_wage,-1.3238300740344204e-05,-2.1628202415445564e-05,-4.848399065242843e-06
Dong Nai,2020,I,1.86,210.62,22.5,7.459269768407129,real_min_wage,-1.1537806385411764e-05,-2.067072239208621e-05,-2.4048903787373185e-06
Dong Nai,2021,I,2.22,219.48,21.89,7.449870245575129,real_min_wage,-1.0148533343605234e-05,-1.9797055127548e-05,-5.000115596624666e-07
Dong Nai,2022,I,1.81,240.85,22.28,7.465369064246887,real_min_wage,-6.947100163877549e-06,-1.8199641308402805e-05,4.305440980647707e-06
Dong Nai,2023,I,2.66,246.45,22.8,7.487610573557975,real_min_wage,-6.137544321291293e-06,-1.672016004992012e-05,4.445071407337527e-06
Dong Nai,2024,I,2.35,264.91,23.65,7.499871446934364,real_min_wage,-5.849145886597326e-06,-1.6885466119094513e-05,5.187174345899847e-06
Dong Thap,2018,III,3.6,74.28,11.4,6.931237403129341,real_min_wage,-1.5251537494778908e-05,-2.4275767325827952e-05,-6.227307663729869e-06
Dong Thap,2019,III,1.28,89.63,13.5,6.822284532793,real_min_wage,-6.318925113364889e-06,-1.3691401838890896e-05,1.0535516121611198e-06
Dong Thap,2020,III,2.79,95.54,14.97,6.795772887015424,real_min_wage,-3.958779078907305e-06,-9.326844802086491e-06,1.409286644271882e-06
Dong Thap,2021,III,5.44,100.19,14.27,6.767446687221425,real_min_wage,-2.7085737746862485e-06,-7.974466303253179e-06,2.5573187538806807e-06
Dong Thap,2022,III,4.94,113.91,14.44,6.765431056769882,real_min_wage,-2.53104883528983e-06,-8.258781941315798e-06,3.196684270736137e-06
Dong Thap,2023,III,4.95,126.18,14.57,6.770812359425775,real_min_wage,-2.361282943094035e-06,-7.55054313701663e-06,2.82797725082856e-06
Dong Thap,2024,III,4.19,140.27,16.28,6.776472784261436,real_min_wage,-2.708366110600769e-06,-8.653478505691356e-06,3.236746284489815e-06
Gia Lai,2018,III,0.81,65.71,10.4,6.797639028277411,real_min_wage,-4.73999354659159e-06,-1.1194693445097598e-05,1.7147063519144175e-06
Gia Lai,2019,III,1.08,68.09,12.5,6.800949274664328,real_min_wage,-4.677526453858136e-06,-1.1903169391785574e-05,2.548116484069301e-06
Gia Lai,2020,III,1.76,74.26,14.9,6.784796371581689,real_min_wage,-4.248347840420989e-06,-1.0723568173933644e-05,2.226872493091664e-06
Gia Lai,2021,III,0.7,83.19,15.9,6.812818029630606,real_min_wage,-5.704489644316191e-06,-1.2424606699600857e-05,1.015627410968473e-06
Gia Lai,2022,III,0.52,91.61,15.29,6.8300531633181,real_min_wage,-9.089833463559966e-06,-1.6454907649528537e-05,-1.724759277591392e-06
Gia Lai,2023,III,0.5,98.77,15.28,6.850962680576504,real_min_wage,-1.2075057511713218e-05,-1.9476000142607844e-05,-4.674114880818596e-06
Gia Lai,2024,III,0.7,114.16,16.22,6.861543787177443,real_min_wage,-1.2240059561034308e-05,-2.0678108632093807e-05,-3.802010489974808e-06
Ha Giang,2018,IV,0.34,41.89,13.8,6.266915878045537,real_min_wage,-3.359937536272096e-06,-6.32291394383135e-06,-3.969611287128449e-07
Ha Giang,2019,IV,0.93,45.82,12.5,6.269096283706261,real_min_wage,-3.325298472652472e-06,-6.919453096832317e-06,2.688561515273724e-07
Ha Giang,2020,IV,1.03,49.45,12.81,6.262311958491202,real_min_wage,-3.102426044451002e-06,-6.639024444982316e-06,4.341723560803111e-07
Ha Giang,2021,IV,4.36,77.84,19.54,5.85941776618765,real_min_wage,-1.0946500906714994e-06,-7.0478027447401724e-06,4.8585025633971714e-06
Ha Giang,2022,IV,4.25,83.37,20.64,5.889819343345781,real_min_wage,-7.305087542391528e-07,-7.081553700537548e-06,5.62053619205924e-06
Ha Giang,2023,IV,3.14,85.27,21.05,5.903070396345386,real_min_wage,6.295886893060435e-07,-4.349451674955203e-06,5.608629053567289e-06
